FECHA,LATITUD,LONGITUD,PRODUCTO/CULTIVO,TIPO DE PREDIO,DEPARTAMENTO/PROVINCIA,MUNICIPIO/CANTON,CONDICIÓN
16/10/2024,-3.94421,-70.16403,PLÁTANO,COMERCIAL,AMAZONAS,LETICIA,AUSENTE
16/10/2024,-3.94339,-70.16358,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
16/10/2024,-3.94295,-70.16337,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
16/10/2024,-3.94113,-70.16216,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
17/10/2024,-3.86537,-70.21585,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
17/10/2024,-3.95379,-70.16607,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
17/10/2024,-3.94649,-70.1644,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
17/10/2024,-3.94571,-70.16453,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
23/10/2024,-3.82,-70.24677,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
22/10/2024,-3.82132,-70.24916,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
21/10/2024,-4.16745,-69.94554,PLÁTANO,COMERCIAL,AMAZONAS,LETICIA,AUSENTE
21/10/2024,-4.16753,-69.94573,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
23/10/2024,-3.81901,-70.24291,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
23/10/2024,-3.81909,-70.24352,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
23/10/2024,-3.8192,-70.24523,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
23/10/2024,-3.81945,-70.24538,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
15/10/2024,-3.8624,-70.20409,PLÁTANO,COMERCIAL,AMAZONAS,LETICIA,AUSENTE
4/10/2024,-4.16604,-69.95329,PLÁTANO,COMERCIAL,AMAZONAS,LETICIA,AUSENTE
16/10/2024,-3.94171,-70.1615,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
16/10/2024,-3.94035,-70.16026,BANANO,COMERCIAL,AMAZONAS,LETICIA,AUSENTE
16/10/2024,-3.93936,-70.15959,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
15/10/2024,-3.8607,-70.20326,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
19/11/2024,-3.82395,-70.25039,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
19/11/2024,-3.8238,-70.25083,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
14/11/2024,-3.79493,-70.34411,PLÁTANO,COMERCIAL,AMAZONAS,PUERTO NARIÑO,AUSENTE
14/11/2024,-3.79671,-70.3366,BANANO,COMERCIAL,AMAZONAS,PUERTO NARIÑO,AUSENTE
19/11/2024,-3.82012,-70.24874,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
19/11/2024,-3.82385,-70.251,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
19/11/2024,-3.82348,-70.25427,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
19/11/2024,-3.82339,-70.25037,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
26/11/2024,-3.94509,-70.16794,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
26/11/2024,-3.94768,-70.16836,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
21/11/2024,-3.81858,-70.254,PLÁTANO,COMERCIAL,AMAZONAS,LETICIA,AUSENTE
19/11/2024,-3.82006,-70.24894,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
26/11/2024,-3.94629,-70.15901,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
26/11/2024,-3.94142,-70.16813,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
26/11/2024,-3.94431,-70.16734,PLÁTANO,COMERCIAL,AMAZONAS,LETICIA,AUSENTE
26/11/2024,-3.94468,-70.16769,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
29/10/2024,-3.8414,-70.21033,PLÁTANO,COMERCIAL,AMAZONAS,LETICIA,AUSENTE
25/10/2024,-4.10032,-69.94157,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
24/10/2024,-3.82178,-70.24743,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
24/10/2024,-3.82191,-70.14806,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
30/10/2024,-3.8438,-70.21638,BANANO,COMERCIAL,AMAZONAS,LETICIA,AUSENTE
29/10/2024,-3.84548,-70.2225,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
29/10/2024,-3.84248,-70.21812,PLÁTANO,COMERCIAL,AMAZONAS,LETICIA,AUSENTE
29/10/2024,-3.84211,-70.21694,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
7/11/2024,-4.05572,-70.04646,PLÁTANO,COMERCIAL,AMAZONAS,LETICIA,AUSENTE
30/10/2024,-3.84476,-70.2189,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
30/10/2024,-3.84464,-70.21845,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
30/10/2024,-3.84399,-70.21717,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
14/11/2024,-3.79505,-70.34198,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,PUERTO NARIÑO,AUSENTE
14/11/2024,-3.79782,-70.33651,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,PUERTO NARIÑO,AUSENTE
14/11/2024,-3.79487,-70.34408,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,PUERTO NARIÑO,AUSENTE
14/11/2024,-3.79413,-70.3431,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,PUERTO NARIÑO,AUSENTE
26/11/2024,-3.80818,-70.29275,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
26/11/2024,-3.81081,-70.29514,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
26/11/2024,-3.81083,-70.2963,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
26/11/2024,-3.81059,-70.29614,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
27/11/2024,-3.80993,-70.29663,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
27/11/2024,-3.80938,-70.29548,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
27/11/2024,-3.80786,-70.29291,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
27/11/2024,-3.8095,-70.29323,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
27/11/2024,-3.94767,-70.163,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
27/11/2024,-3.94726,-70.16191,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
27/11/2024,-3.94655,-70.16047,BANANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
27/11/2024,-3.80884,-70.29618,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
28/11/2024,-3.80492,-70.29413,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
28/11/2024,-3.8052,-70.29426,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
28/11/2024,-3.80772,-70.29482,PLÁTANO,PARCELA/TRASPATIO,AMAZONAS,LETICIA,AUSENTE
11/10/2024,8.02475,-76.70327,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
11/10/2024,8.02276,-76.70812,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
11/10/2024,7.99377,-76.72518,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
11/10/2024,7.98815,-76.71516,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
15/10/2024,8.02276,-76.69581,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
11/10/2024,8.01127,-76.60441,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
11/10/2024,8.01265,-76.60354,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
11/10/2024,8.02293,-76.7037,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
15/10/2024,5.1967,-75.8358,BANANO,COMERCIAL,ANTIOQUIA,PUEBLORRICO,AUSENTE
15/10/2024,5.7806,-75.8345,BANANO,COMERCIAL,ANTIOQUIA,PUEBLORRICO,AUSENTE
15/10/2024,8.02243,-76.69976,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
15/10/2024,8.02243,-76.69076,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
17/10/2024,8.00796,-76.60638,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
17/10/2024,8.01229,-76.60208,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
16/10/2024,8.01176,-76.60425,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
15/10/2024,5.8014,-75.8358,PLÁTANO,COMERCIAL,ANTIOQUIA,PUEBLORRICO,AUSENTE
8/10/2024,8.02219,-76.69437,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
8/10/2024,8.02463,-76.69406,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
8/10/2024,7.99072,-76.72196,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
8/10/2024,7.99716,-76.72095,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
9/10/2024,7.99021,-76.7233,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
9/10/2024,7.99319,-76.70967,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
8/10/2024,8.0243,-76.70616,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
8/10/2024,8.02341,-76.69592,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
10/10/2024,7.98771,-76.71606,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
10/10/2024,7.99064,-73.7225,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
9/10/2024,8.01117,-76.70509,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
9/10/2024,7.99346,-76.70985,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
11/10/2024,7.98837,-76.70415,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
10/10/2024,8.00892,-76.60514,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
10/10/2024,8.02323,-76.60676,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
10/10/2024,7.98812,-76.70376,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
22/10/2024,7.95538,-76.71397,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
22/10/2024,7.95716,-76.71417,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
22/10/2024,8.02328,-76.70893,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
22/10/2024,8.02335,-76.70824,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
24/10/2024,5.74499,-75.88666,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,ANDES,AUSENTE
23/10/2024,7.76877,-76.78198,BANANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
23/10/2024,7.75691,-76.77445,BANANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
23/10/2024,7.80105,-76.7436,BANANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
28/10/2024,7.98128,-76.70963,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
25/10/2024,8.02299,-76.70526,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
25/10/2024,8.0238,-76.70448,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
25/10/2024,8.02495,-76.7047,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
28/10/2024,7.98135,-76.70961,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
28/10/2024,7.98139,-76.70931,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
28/10/2024,7.9813,-76.70961,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
28/10/2024,7.98138,-76.70957,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
18/10/2024,8.02713,-76.70338,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
18/10/2024,8.02231,-76.69705,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
17/10/2024,5.96572,-75.93959,BANANO,COMERCIAL,ANTIOQUIA,SALGAR,AUSENTE
17/10/2024,5.92709,-75.90991,BANANO,COMERCIAL,ANTIOQUIA,SALGAR,AUSENTE
18/10/2024,5.59517,-75.82169,BANANO,COMERCIAL,ANTIOQUIA,JARDIN,AUSENTE
18/10/2024,8.01063,-76.60667,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
18/10/2024,8.00984,-76.60588,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
18/10/2024,8.02705,-76.70424,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
21/10/2024,8.11782,-76.69564,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
21/10/2024,8.11715,-76.69522,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
19/10/2024,8.02852,-76.60353,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
18/10/2024,5.59657,-75.82227,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,JARDIN,AUSENTE
22/10/2024,8.02299,-76.7058,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
22/10/2024,7.95721,-76.7141,BANANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
21/10/2024,8.11768,-76.6952,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
21/10/2024,8.11785,-76.69513,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
2/10/2024,7.99812,-76.62123,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
1/10/2024,7.99642,-76.62397,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
1/10/2024,8.00014,-76.62803,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
1/10/2024,8.02873,-76.60372,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
4/10/2024,7.70659,-76.9288,BANANO,COMERCIAL,ANTIOQUIA,CHIGORODÓ,AUSENTE
3/10/2024,7.96737,-76.71485,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
3/10/2024,7.99617,-76.62216,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
3/10/2024,8.00017,-76.62064,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
7/10/2024,7.99121,-76.70737,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
4/10/2024,7.99551,-76.62362,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
4/10/2024,7.69907,-76.70793,BANANO,COMERCIAL,ANTIOQUIA,CHIGORODÓ,AUSENTE
4/10/2024,7.71065,-76.73745,BANANO,COMERCIAL,ANTIOQUIA,CHIGORODÓ,AUSENTE
8/10/2024,7.98502,-76.70644,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
7/10/2024,8.0252,-76.60695,BANANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
7/10/2024,7.98706,-76.70279,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
7/10/2024,7.995,-76.71233,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
1/10/2024,7.96792,-76.71472,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
27/11/2024,5.59408,-75.8233,PLÁTANO,COMERCIAL,ANTIOQUIA,JARDIN,AUSENTE
26/11/2024,5.59447,-75.82235,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,JARDIN,AUSENTE
26/11/2024,5.59657,-75.82227,BANANO,PARCELA/TRASPATIO,ANTIOQUIA,JARDIN,AUSENTE
26/11/2024,5.95917,-75.82169,BANANO,COMERCIAL,ANTIOQUIA,JARDIN,AUSENTE
28/11/2024,5.60902,-75.82475,PLÁTANO,COMERCIAL,ANTIOQUIA,JARDIN,AUSENTE
28/11/2024,5.60531,-75.82641,PLÁTANO,COMERCIAL,ANTIOQUIA,JARDIN,AUSENTE
27/11/2024,5.60412,-75.82385,BANANO,COMERCIAL,ANTIOQUIA,JARDIN,AUSENTE
27/11/2024,5.60547,-75.8226,PLÁTANO,COMERCIAL,ANTIOQUIA,JARDIN,AUSENTE
15/11/2024,5.8416,-75.8426,PLÁTANO,COMERCIAL,ANTIOQUIA,TARSO,AUSENTE
15/11/2024,5.8406,-75.8436,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TARSO,AUSENTE
13/11/2024,5.5439,-75.6489,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,CARAMANTA,AUSENTE
28/11/2024,5.60941,-75.8241,BANANO,COMERCIAL,ANTIOQUIA,JARDIN,AUSENTE
18/11/2024,5.8182,-75.8546,BANANO,COMERCIAL,ANTIOQUIA,PUEBLORRICO,AUSENTE
16/11/2024,5.8398,-75.8436,BANANO,PARCELA/TRASPATIO,ANTIOQUIA,TARSO,AUSENTE
16/11/2024,5.8412,-75.8436,PLÁTANO,COMERCIAL,ANTIOQUIA,TARSO,AUSENTE
16/11/2024,5.8401,-75.8442,BANANO,PARCELA/TRASPATIO,ANTIOQUIA,TARSO,AUSENTE
18/11/2024,7.79279,-76.6657,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,CAREPA,AUSENTE
18/11/2024,7.80135,-76.69051,PLÁTANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
12/11/2024,8.03316,-76.59732,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
12/11/2024,8.03379,-76.59173,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
19/11/2024,7.80026,-76.69102,BANANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
19/11/2024,7.79388,-76.69393,BANANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
19/11/2024,7.79226,-76.6963,PLÁTANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
18/11/2024,7.78963,-76.66242,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,CAREPA,AUSENTE
12/11/2024,5.9274,-75.82948,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,VENECIA,AUSENTE
20/11/2024,7.79368,-76.69693,PLÁTANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
20/11/2024,7.79367,-76.69691,BANANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
20/11/2024,7.79181,-76.69425,BANANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
21/11/2024,5.93527,-75.44184,PLÁTANO,COMERCIAL,ANTIOQUIA,MONTEBELLO,AUSENTE
21/11/2024,5.93465,-75.54465,PLÁTANO,COMERCIAL,ANTIOQUIA,MONTEBELLO,AUSENTE
13/11/2024,5.96483,-75.84163,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,VENECIA,AUSENTE
13/11/2024,5.96433,-75.84191,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,VENECIA,AUSENTE
19/11/2024,5.8249,-75.8546,PLÁTANO,COMERCIAL,ANTIOQUIA,PUEBLORRICO,AUSENTE
18/11/2024,5.8223,-75.8543,BANANO,COMERCIAL,ANTIOQUIA,PUEBLORRICO,AUSENTE
18/11/2024,5.8236,-75.8541,PLÁTANO,COMERCIAL,ANTIOQUIA,PUEBLORRICO,AUSENTE
18/11/2024,5.8173,-75.8555,PLÁTANO,COMERCIAL,ANTIOQUIA,PUEBLORRICO,AUSENTE
22/11/2024,5.7812,-75.8791,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,HISPANIA,AUSENTE
19/11/2024,5.8223,-75.8552,PLÁTANO,COMERCIAL,ANTIOQUIA,PUEBLORRICO,AUSENTE
19/11/2024,5.8222,-75.8553,BANANO,COMERCIAL,ANTIOQUIA,PUEBLORRICO,AUSENTE
19/11/2024,5.8247,-75.8556,BANANO,COMERCIAL,ANTIOQUIA,PUEBLORRICO,AUSENTE
23/11/2024,5.7682,-75.8871,PLÁTANO,COMERCIAL,ANTIOQUIA,HISPANIA,AUSENTE
23/11/2024,5.1773,-75.8789,PLÁTANO,COMERCIAL,ANTIOQUIA,HISPANIA,AUSENTE
23/11/2024,5.7774,-75.8791,BANANO,COMERCIAL,ANTIOQUIA,HISPANIA,AUSENTE
22/11/2024,5.804,-75.884,PLÁTANO,COMERCIAL,ANTIOQUIA,HISPANIA,AUSENTE
25/11/2024,5.7709,-75.8883,PLÁTANO,COMERCIAL,ANTIOQUIA,BETANIA,AUSENTE
25/11/2024,5.7704,-75.8877,PLÁTANO,COMERCIAL,ANTIOQUIA,BETANIA,AUSENTE
25/11/2024,5.7712,-75.8873,BANANO,COMERCIAL,ANTIOQUIA,BETANIA,AUSENTE
23/11/2024,5.7682,-75.8871,BANANO,COMERCIAL,ANTIOQUIA,HISPANIA,AUSENTE
8/11/2024,8.03504,-76.70839,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
7/11/2024,8.03503,-76.71068,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
7/11/2024,8.03513,-76.7101,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
5/11/2024,8.03334,-76.70072,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
13/11/2024,8.02679,-76.70139,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
12/11/2024,8.03484,-76.71106,BANANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
12/11/2024,8.03487,-76.71107,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
8/11/2024,8.03457,-76.71023,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
18/11/2024,8.02687,-76.70154,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
15/11/2024,8.02659,-76.69577,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
15/11/2024,8.02663,-76.69501,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
13/11/2024,8.02301,-76.70689,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
22/11/2024,8.02685,-76.69932,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
20/11/2024,8.02431,-76.70341,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
20/11/2024,8.0249,-76.70315,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
18/11/2024,8.02337,-76.71191,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
13/11/2024,8.01398,-76.64674,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
28/10/2024,5.8912,-75.9493,PLÁTANO,COMERCIAL,ANTIOQUIA,CIUDAD BOLIVAR,AUSENTE
28/10/2024,7.98135,-76.70961,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
28/10/2024,7.98151,-76.70928,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
18/11/2024,8.01402,-76.64776,BANANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
18/11/2024,7.55143,-76.65464,PLÁTANO,COMERCIAL,ANTIOQUIA,CHIGORODÓ,AUSENTE
18/11/2024,8.21358,-76.74501,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
13/11/2024,8.0094,-76.64542,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,TURBO,AUSENTE
25/11/2024,7.84314,-76.75716,BANANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
25/11/2024,7.84487,-76.75495,BANANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
25/11/2024,7.84858,-76.7513,BANANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
25/11/2024,7.84887,-76.75093,BANANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
5/11/2024,8.02991,-76.69825,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
26/11/2024,7.96649,-76.67683,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
26/11/2024,8.08961,-76.66422,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
26/11/2024,8.21378,-76.7468,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
25/11/2024,7.75813,-76.65871,PLÁTANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
25/11/2024,7.75699,-76.73737,PLÁTANO,PARCELA/TRASPATIO,ANTIOQUIA,CAREPA,AUSENTE
25/11/2024,7.84311,-76.75713,BANANO,COMERCIAL,ANTIOQUIA,CAREPA,AUSENTE
21/11/2024,7.96382,-76.67653,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
5/11/2024,8.03207,-76.59121,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
25/11/2024,8.12936,-76.70748,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
25/11/2024,8.13093,-76.74061,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
25/11/2024,7.75737,-76.66033,PLÁTANO,COMERCIAL,ANTIOQUIA,TURBO,AUSENTE
