Fecha,Departamento,Provincia,Distrito,Condición ,Producto,LATITUD,LONGITUD,Zona horaria
1/9/24 15:11,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.224083190264601,-79.97344108653347,17
1/9/24 15:10,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.224062716647829,-79.96099905078067,17
1/9/24 15:10,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.224481218889302,-79.97346750639575,17
1/10/24 15:22,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.325200859665722,-79.92191066384544,17
1/10/24 15:21,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.3228189600816895,-79.9253258217277,17
1/10/24 15:22,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.200190540425915,-80.05143266479142,17
1/11/24 14:39,UCAYALI,PADRE ABAD,PADRE ABAD,Negativo,Banano / Platano,-9.080201502548293,-75.4448419015557,18
1/11/24 14:37,UCAYALI,PADRE ABAD,PADRE ABAD,Negativo,Banano / Platano,-9.049732724558217,-75.4986066394863,18
1/11/24 16:30,LAMBAYEQUE,LAMBAYEQUE,OLMOS,Negativo,Banano,-6.051571850015797,-79.82925801694441,17
1/11/24 16:32,LAMBAYEQUE,LAMBAYEQUE,OLMOS,Negativo,Banano,-6.053451281963804,-79.83261497321541,17
1/11/24 16:33,LAMBAYEQUE,LAMBAYEQUE,OLMOS,Negativo,Banano,-6.051522080762948,-79.83134518988479,17
1/11/24 16:33,LAMBAYEQUE,LAMBAYEQUE,OLMOS,Negativo,Banano,-6.055061828972039,-79.83290966986776,17
1/11/24 16:34,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Negativo,Banano,-6.087985180190085,-79.64401176940808,17
1/11/24 16:34,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Negativo,Banano,-6.082279018943003,-79.63701508463258,17
1/11/24 16:35,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Negativo,Plátano,-6.1473892819263,-79.7004273302391,17
1/11/24 16:36,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Negativo,Banano,-6.123769371082719,-79.68679551345274,17
1/11/24 14:36,UCAYALI,PADRE ABAD,IRAZOLA,Negativo,Banano / Platano,-8.815232787799822,-75.21924270946069,18
1/11/24 14:39,UCAYALI,PADRE ABAD,IRAZOLA,Negativo,Banano / Platano,-8.797263943763562,-75.31575348276303,18
1/10/24 10:54,MADRE DE DIOS,TAMBOPATA,LABERINTO,Negativo,Banano / Platano,-12.751535768835142,-75.52550166857729,19
1/11/24 15:56,PIURA,PAITA,LA HUACA,Positivo ,Banano,-4.909892176221218,-80.97067720237874,17
1/11/24 15:57,PIURA,PAITA,LA HUACA,Positivo ,Banano,-4.909503187714411,-80.97107408255826,17
1/11/24 15:59,PIURA,PAITA,LA HUACA,Positivo ,Banano,-4.90974752585514,-80.97295015327936,17
1/11/24 15:58,PIURA,PAITA,LA HUACA,Positivo ,Banano,-4.911421203801812,-80.97416773778023,17
1/11/24 15:16,PIURA,SULLANA,SULLANA,Negativo ,Banano,-4.828303735374203,-80.58990351494757,17
1/11/24 15:16,PIURA,SULLANA,SULLANA,Negativo ,Banano,-4.809589078017084,-80.59396384337886,17
1/11/24 15:59,PIURA,SULLANA,QUERECOTILLO,Positivo ,Banano,-4.792863392776646,-80.61160364166805,17
1/11/24 15:21,PIURA,SULLANA,MARCAVELICA,Negativo ,Banano,-4.834040881827685,-80.79206730198857,17
1/11/24 15:56,PIURA,SULLANA,MARCAVELICA,Negativo ,Banano,-4.823385704071252,-80.79779724063563,17
1/22/24 11:54,AMAZONAS,UTCUBAMBA,CAJARURO,Negativo,Banano,-5.716709020873286,-78.37682327918121,17
1/22/24 11:54,AMAZONAS,UTCUBAMBA,CAJARURO,Negativo,Banano,-5.701024156247996,-78.38552851617953,17
1/22/24 11:53,CUSCO,LA CONVENCION,SANTA ANA,Negativo,Banano,-12.83139149103293,-72.68383225197539,18
1/22/24 11:53,CUSCO,LA CONVENCION,HUAYOPATA,Negativo,Banano,-13.002256927036687,-72.56559227125896,18
1/22/24 11:52,CUSCO,LA CONVENCION,HUAYOPATA,Negativo,Banano,-13.007293336533511,-72.58047960890157,18
1/22/24 11:52,CUSCO,LA CONVENCION,SANTA ANA,Negativo,Banano,-12.83139149103293,-72.68383225197539,18
1/25/24 14:19,AYACUCHO,HUANTA,LLOCHEGUA,Negativo,Banano / Platano,-12.414359223923915,-73.91597587307325,18
1/25/24 14:19,AYACUCHO,HUANTA,SIVIA,Negativo,Banano / Platano,-12.458872227823681,-73.88513523235649,18
1/25/24 14:20,CUSCO,LA CONVENCION,PICHARI,Negativo,Banano / Platano,-12.494880614184234,-73.84343563225471,18
1/26/24 12:50,PASCO,OXAPAMPA,VILLA RICA,Negativo,Banano,-10.826812800685117,-75.29739932729946,18
1/26/24 12:51,PASCO,OXAPAMPA,VILLA RICA,Negativo,Banano,-10.839112605290236,-75.30665174297157,18
1/26/24 12:50,PASCO,OXAPAMPA,PALCAZU,Negativo,Plátano,-10.451470421260412,-75.06188730323538,18
1/26/24 15:08,PIURA,SULLANA,SULLANA,Negativo ,Banano,-4.799068388315782,-80.57956845020279,17
1/26/24 15:43,PIURA,SULLANA,MIGUEL CHECA,Negativo ,Banano,-4.893490721245169,-80.7290851504697,17
1/26/24 15:43,PIURA,SULLANA,MIGUEL CHECA,Negativo ,Banano,-4.896949697159507,-80.78808848367558,17
1/26/24 15:44,PIURA,SULLANA,QUERECOTILLO,Positivo ,Banano,-4.7843101329883755,-80.58867635078735,17
1/26/24 15:44,PIURA,SULLANA,QUERECOTILLO,Positivo ,Banano,-4.824601748413195,-80.63390594104796,17
1/26/24 15:45,PIURA,PAITA,AMOTAPE,Positivo ,Banano,-4.892613427913347,-81.01970737264595,17
1/26/24 15:42,PIURA,SULLANA,BELLAVISTA,Positivo ,Banano,-4.842162280183972,-80.619863681614,17
1/26/24 15:09,PIURA,SULLANA,MIGUEL CHECA,Negativo ,Banano,-4.89665068392826,-80.78659135986449,17
1/29/24 14:33,AMAZONAS,UTCUBAMBA,CUMBA,Negativo,Plátano,-5.9381143516601576,-78.65600527904742,17
1/29/24 14:33,AMAZONAS,UTCUBAMBA,CUMBA,Negativo,Plátano,-5.935181662564431,-78.65717318836306,17
1/30/24 11:56,JUNIN,CHANCHAMAYO,VITOC,Negativo,Plátano,-11.20509820864977,-75.34946056799939,18
1/30/24 11:54,JUNIN,CHANCHAMAYO,SAN RAMON,Negativo,Banano,-11.180116503342406,-75.31112642938747,18
1/30/24 11:55,JUNIN,CHANCHAMAYO,VITOC,Negativo,Plátano,-11.142281704905063,-75.34829556989611,18
2/1/24 15:00,SAN MARTIN,TOCACHE,UCHIZA,Negativo,Plátano,-8.236303463230426,-76.4112507953109,18
2/1/24 15:00,SAN MARTIN,TOCACHE,SANTA LUCIA,Negativo,Plátano,-8.236965908799165,-76.41059051103548,18
2/1/24 14:59,SAN MARTIN,TOCACHE,TOCACHE,Negativo,Plátano,-8.243476317920887,-76.45624467264733,18
2/1/24 14:58,SAN MARTIN,TOCACHE,TOCACHE,Negativo,Plátano,-8.243376850357405,-76.45624430870926,18
1/31/24 17:38,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Negativo,Banano / Platano,-12.749907952416361,-75.35096419299316,19
1/31/24 17:41,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Negativo,Banano / Platano,-12.641488962033876,-75.28732361314486,19
1/31/24 17:40,MADRE DE DIOS,TAMBOPATA,LABERINTO,Negativo,Banano / Platano,-12.693221487257935,-75.41212496998601,19
1/31/24 17:38,MADRE DE DIOS,TAMBOPATA,LABERINTO,Negativo,Banano / Platano,-12.711555957105015,-75.43730005206588,19
1/31/24 17:39,MADRE DE DIOS,TAMBOPATA,LABERINTO,Negativo,Banano / Platano,-12.715181001207963,-75.46451532204016,19
1/31/24 17:36,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Negativo,Banano / Platano,-12.706140151949905,-75.43683946933471,19
1/31/24 14:23,JUNIN,SATIPO,RIO NEGRO,Negativo,Banano / Platano,-10.917264902523298,-74.5686759874339,18
1/31/24 14:24,JUNIN,SATIPO,RIO NEGRO,Negativo,Banano / Platano,-10.933188711881916,-74.60021670723398,18
2/1/24 15:09,UCAYALI,PADRE ABAD,PADRE ABAD,Negativo,Banano / Platano,-8.977359310203298,-75.50986060024447,18
2/1/24 15:08,UCAYALI,PADRE ABAD,PADRE ABAD,Negativo,Banano / Platano,-8.987845924601467,-75.50714604255006,18
1/31/24 16:49,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.233217096782898,-80.02914172106816,17
1/31/24 16:44,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.231408731285401,-80.02958662622098,17
1/31/24 16:49,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.222790696713988,-80.04274596488042,17
2/5/24 11:52,CUSCO,LA CONVENCION,ECHARATE,Negativo,Banano,-12.769537122190318,-72.63773089064594,18
2/5/24 11:53,CUSCO,LA CONVENCION,ECHARATE,Negativo,Banano,-12.660553887348025,-72.57832804828743,18
2/5/24 11:53,CUSCO,LA CONVENCION,SANTA ANA,Negativo,Banano,-12.855432049463014,-72.72669429882303,18
1/30/24 16:45,JUNIN,SATIPO,MAZAMARI,Negativo,Plátano,-11.307805187576067,-74.4328996074743,18
2/1/24 12:57,JUNIN,CHANCHAMAYO,PICHANAQUI,Negativo,Plátano,-10.934104118837556,-74.8389833005664,18
2/1/24 12:58,JUNIN,CHANCHAMAYO,PICHANAQUI,Negativo,Plátano,-10.909828790269941,-74.85470870361765,18
2/1/24 15:14,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,Negativo,Banano / Platano,-8.436176386526736,-74.81821248245197,18
2/1/24 15:14,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,Negativo,Banano / Platano,-8.491371093939614,-74.81880441614565,18
2/1/24 16:57,PIURA,SULLANA,IGNACIO ESCUDERO,Positivo ,Banano,-4.895608336278213,-80.8451275066192,17
2/1/24 16:56,PIURA,SULLANA,MIGUEL CHECA,Positivo ,Banano,-4.89766832795012,-80.77256587935075,17
2/1/24 16:56,PIURA,SULLANA,SULLANA,Negativo ,Banano,-4.854253454740756,-80.6290199104169,17
2/1/24 16:53,PIURA,SULLANA,MIGUEL CHECA,Negativo ,Banano,-4.845798153968269,-80.63481445609676,17
2/1/24 16:58,PIURA,SULLANA,QUERECOTILLO,Positivo ,Banano,-4.842709074720868,-80.66147497495321,17
2/1/24 16:58,PIURA,PAITA,LA HUACA,Positivo ,Banano,-4.906103195817265,-80.89581496333093,17
2/1/24 16:57,PIURA,SULLANA,MARCAVELICA,Positivo ,Banano,-4.894758335961478,-80.84678726967809,17
2/1/24 16:53,PIURA,SULLANA,SULLANA,Negativo ,Banano,-4.847916607677505,-80.63774436921402,17
2/7/24 12:17,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,Negativo,Banano,-5.16177611933927,-78.91582245704441,17
2/7/24 12:16,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,Negativo,Banano,-5.180066758613328,-78.91624956122057,17
2/7/24 12:11,CAJAMARCA,SAN IGNACIO,TABACONAS,Negativo,Banano,-5.420171477245977,-79.07575419389164,17
2/7/24 12:12,CAJAMARCA,SAN IGNACIO,TABACONAS,Negativo,Banano,-5.435308437295748,-79.05930421571975,17
2/7/24 12:10,CAJAMARCA,SAN IGNACIO,TABACONAS,Negativo,Banano,-5.4484482588972085,-79.02126124272068,17
2/7/24 12:14,CAJAMARCA,SAN IGNACIO,CHIRINOS,Negativo,Plátano,-5.32790000314373,-78.79711016808696,17
2/7/24 12:10,CAJAMARCA,SAN IGNACIO,CHIRINOS,Negativo,Plátano,-5.367857549409544,-78.78243694170136,17
2/7/24 12:14,CAJAMARCA,SAN IGNACIO,CHIRINOS,Negativo,Plátano,-5.344332476987465,-78.79652840929658,17
2/7/24 12:12,CAJAMARCA,SAN IGNACIO,CHIRINOS,Negativo,Plátano,-5.386838365447923,-78.77424152217357,17
2/7/24 12:11,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,Negativo,Plátano,-5.161567344029826,-79.05224077951989,17
2/7/24 12:15,CAJAMARCA,JAEN,SANTA ROSA,Negativo,Banano,-5.428056967812551,-78.62402914853536,17
2/7/24 12:13,CAJAMARCA,JAEN,SANTA ROSA,Negativo,Banano,-5.425109154936762,-78.6237340365013,17
2/6/24 12:19,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,Negativo,Banano / Platano,-8.836209874909114,-76.12900988188971,18
2/6/24 13:14,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,Negativo,Banano / Platano,-8.836074880839071,-76.1287912564701,18
2/7/24 12:13,CAJAMARCA,JAEN,SANTA ROSA,Negativo,Banano,-5.404269184825156,-78.54517264020109,17
2/7/24 12:15,CAJAMARCA,JAEN,SANTA ROSA,Negativo,Banano,-5.404269184825156,-78.54517264020109,17
2/6/24 13:15,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,Negativo,Banano / Platano,-8.83646594058818,-76.13106551636986,18
2/6/24 12:20,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,Negativo,Banano / Platano,-8.841596364601765,-76.12714415241881,18
2/6/24 12:17,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,Negativo,Banano / Platano,-9.185510435655448,-75.87134284249503,18
2/6/24 12:18,HUANUCO,LEONCIO PRADO,LUYANDO,Negativo,Banano / Platano,-9.232680731606642,-75.99122348473624,18
2/6/24 12:16,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,Negativo,Banano / Platano,-9.240533454021406,-75.87158693924802,18
2/6/24 12:18,HUANUCO,LEONCIO PRADO,LUYANDO,Negativo,Banano / Platano,-9.053696438978859,-75.99785222463866,18
2/6/24 12:33,HUANUCO,MARAÑON,CHOLON - 2,Negativo,Banano / Platano,-8.505187752514724,-76.40421701963122,18
2/6/24 12:33,HUANUCO,MARAÑON,CHOLON - 2,Negativo,Banano / Platano,-8.491178872772277,-76.40469286307571,18
2/6/24 12:20,HUANUCO,MARAÑON,CHOLON - 2,Negativo,Banano / Platano,-8.504206673366117,-76.42534125744076,18
2/6/24 12:21,HUANUCO,MARAÑON,CHOLON - 2,Negativo,Banano / Platano,-8.484745767490994,-76.41323463810009,18
2/6/24 12:22,HUANUCO,MARAÑON,CHOLON - 2,Negativo,Banano / Platano,-8.500395800330317,-76.40402699126152,18
2/7/24 12:09,JUNIN,SATIPO,PANGOA,Negativo,Plátano,-11.330596348294613,-74.48318242068534,18
2/7/24 15:53,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.1915889298701545,-80.0221141761192,17
2/7/24 15:54,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.190550262511595,-80.02310821850554,17
2/7/24 15:53,PIURA,MORROPON,MORROPON,Negativo ,Banano,-5.189249433990249,-80.02420190457765,17
2/7/24 12:08,ICA,CHINCHA,ALTO LARAN,Negativo,Banano,-13.45713206735189,-76.0618133096342,18
2/8/24 16:27,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Negativo,Banano / Platano,-12.575347563251267,-75.21151138015233,19
2/8/24 16:28,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Negativo,Banano / Platano,-12.577337526438848,-75.21085936932433,19
2/8/24 16:29,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Negativo,Banano / Platano,-12.579767396823737,-75.21424005393855,19
2/13/24 12:35,LORETO,ALTO AMAZONAS,YURIMAGUAS,Negativo,Banano / Platano,-6.062929227693958,-76.21296910116997,18
2/13/24 12:36,LORETO,ALTO AMAZONAS,YURIMAGUAS,Negativo,Banano / Platano,-6.066846144550869,-76.22868973079375,18
2/8/24 14:52,UCAYALI,PADRE ABAD,IRAZOLA,Negativo,Banano / Platano,-8.846160498741861,-75.2830017283291,18
2/8/24 14:53,UCAYALI,PADRE ABAD,IRAZOLA,Negativo,Banano / Platano,-8.831219606868451,-75.25563632564109,18
2/8/24 16:30,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,Negativo,Banano / Platano,-12.588626963369505,-75.1155985746854,19
2/8/24 16:30,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Negativo,Banano / Platano,-12.749907952416361,-75.35096419299316,19
2/8/24 16:30,MADRE DE DIOS,TAMBOPATA,LABERINTO,Negativo,Banano / Platano,-12.725299343178303,-75.47994416548823,19
2/8/24 16:09,PIURA,SULLANA,SALITRAL,Positivo ,Banano,-4.844331848357256,-80.66843652447513,17
2/8/24 16:06,PIURA,SULLANA,SULLANA,Negativo ,Banano,-4.855026996499349,-80.62100186367897,17
2/8/24 16:08,PIURA,PAITA,LA HUACA,Positivo ,Banano,-4.909258929412864,-80.97110115192423,17
2/8/24 16:02,PIURA,SULLANA,MARCAVELICA,Negativo ,Banano,-4.815281446968449,-80.72475150690587,17
2/8/24 16:03,PIURA,SULLANA,SULLANA,Negativo ,Banano,-4.845192724436121,-80.61964554360098,17
2/8/24 16:09,PIURA,SULLANA,MARCAVELICA,Negativo ,Banano,-4.814133549319973,-80.72727707785867,17
2/8/24 16:08,PIURA,SULLANA,MARCAVELICA,Negativo ,Banano,-4.812932664435804,-80.73310333625476,17
2/9/24 12:10,JUNIN,CHANCHAMAYO,VITOC,Negativo,Plátano,-11.264874576324278,-75.32789197673931,18
2/9/24 12:12,JUNIN,CHANCHAMAYO,VITOC,Negativo,Plátano,-11.235549114661143,-75.3488559046358,18
2/9/24 12:11,JUNIN,CHANCHAMAYO,VITOC,Negativo,Banano,-11.254767545289866,-75.34056941612589,18
2/15/24 14:54,SAN MARTIN,RIOJA,RIOJA,Negativo,Plátano,-5.990835185665467,-77.20307209825603,18
2/13/24 12:25,UCAYALI,PADRE ABAD,BOQUERÓN,Negativo,Banano / Platano,-8.893364956802483,-75.58671463624792,18
2/13/24 14:29,PASCO,OXAPAMPA,PALCAZU,Negativo,Plátano,-10.149615563551734,-75.17921374166012,18
2/14/24 12:29,TUMBES,TUMBES,SAN JACINTO,Negativo,Banano,-3.7565170228506424,-74.46707051085538,18
2/15/24 14:51,SAN MARTIN,EL DORADO,AGUA BLANCA,Negativo,Plátano,-6.739610833905213,-76.6656116866018,18
2/15/24 14:51,SAN MARTIN,EL DORADO,SANTA ROSA,Negativo,Plátano,-6.740262255636772,-76.64952255614891,18
2/16/24 12:31,JUNIN,CHANCHAMAYO,PICHANAQUI,Negativo,Plátano,-10.893596653031834,-74.85879772132598,18
2/16/24 12:27,JUNIN,CHANCHAMAYO,PICHANAQUI,Negativo,Plátano,-10.869238081914013,-74.87277178308507,18
2/16/24 12:28,JUNIN,SATIPO,LLAYLLA,Negativo,Banano / Platano,-11.416471187905021,-74.62488200413291,18
2/16/24 14:22,JUNIN,SATIPO,LLAYLLA,Negativo,Plátano,-11.416083111105115,-74.62550585281133,18
2/15/24 14:54,SAN MARTIN,MOYOBAMBA,YANTALO,Negativo,Plátano,-5.965176209970337,-77.03020333633968,18
2/15/24 14:55,SAN MARTIN,MOYOBAMBA,YANTALO,Negativo,Plátano,-5.989369697878791,-77.07116252109097,18
2/15/24 14:55,SAN MARTIN,MOYOBAMBA,CALZADA,Negativo,Plátano,-5.9869351572448215,-77.09091965500794,18
2/15/24 14:55,SAN MARTIN,RIOJA,RIOJA,Negativo,Plátano,-6.060259048920416,-77.1470830775821,18
2/15/24 14:56,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,Negativo,Plátano,-6.029696610075686,-77.29294617865405,18
2/14/24 12:10,TUMBES,TUMBES,SAN JACINTO,Negativo,Banano,-3.6378458368543654,-80.43961502526307,17
2/14/24 12:11,TUMBES,TUMBES,SAN JACINTO,Negativo,Plátano,-3.669077532109505,-80.44462024798106,17
2/14/24 12:11,TUMBES,TUMBES,SAN JACINTO,Negativo,Banano,-3.6698191946530616,-80.44437666398589,17
2/14/24 9:58,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Negativo,Banano / Platano,-12.70938096684318,-75.20057779294795,19
2/14/24 12:13,TUMBES,ZARUMILLA,AGUAS VERDES,Negativo,Banano,-3.501107246149822,-80.24635282344437,17
2/14/24 12:13,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,Negativo,Plátano,-3.6472291641045107,-80.42859680940299,17
2/14/24 12:14,TUMBES,TUMBES,PAMPAS DE HOSPITAL,Negativo,Plátano,-3.6833831025894868,-80.4494829981182,17
2/14/24 12:15,TUMBES,TUMBES,PAMPAS DE HOSPITAL,Negativo,Plátano,-3.6806154031540927,-80.45034915726552,17
2/14/24 9:54,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,Negativo,Banano / Platano,-12.589276593510904,-75.11894088002316,19
2/14/24 12:17,TUMBES,TUMBES,TUMBES,Negativo,Plátano,-3.5933739025676545,-80.4557683368911,17
2/14/24 12:18,TUMBES,ZARUMILLA,AGUAS VERDES,Negativo,Banano,-3.507720410233348,-80.23573333274875,17
2/14/24 12:18,TUMBES,TUMBES,TUMBES,Negativo,Banano,-3.599252409939313,-80.4528565646353,17
2/14/24 12:19,TUMBES,ZARUMILLA,AGUAS VERDES,Negativo,Banano,-3.508117761722059,-80.23490476112056,17
2/14/24 12:21,TUMBES,TUMBES,CORRALES,Negativo,Banano,-3.605697219768581,-80.44401975597387,17
2/14/24 12:22,TUMBES,ZARUMILLA,PAPAYAL,Negativo,Banano,-3.57988508268163,-80.2184146279534,17
2/14/24 12:23,TUMBES,ZARUMILLA,AGUAS VERDES,Negativo,Banano,-3.502074104120244,-80.24501065273667,17
2/14/24 9:57,MADRE DE DIOS,TAMBOPATA,INAMBARI,Negativo,Banano / Platano,-12.910847883557674,-76.2475053921885,19
2/14/24 12:24,TUMBES,ZARUMILLA,PAPAYAL,Negativo,Banano,-3.5557156989149887,-80.22059580013143,17
2/14/24 12:25,TUMBES,ZARUMILLA,PAPAYAL,Negativo,Banano,-3.540793059924922,-80.22472267178499,17
2/14/24 9:56,MADRE DE DIOS,TAMBOPATA,INAMBARI,Negativo,Banano / Platano,-12.90796940206326,-76.24823762921953,19
2/14/24 12:26,TUMBES,ZARUMILLA,AGUAS VERDES,Negativo,Banano,-3.5020940941031746,-80.24736033360031,17
2/14/24 12:26,TUMBES,ZARUMILLA,PAPAYAL,Negativo,Banano,-3.5422677308992547,-80.22490150521426,17
2/14/24 9:55,MADRE DE DIOS,TAMBOPATA,INAMBARI,Negativo,Banano / Platano,-12.838729471307698,-76.04194406699513,19
2/14/24 16:48,PIURA,PIURA,TAMBO GRANDE,Negativo ,Banano,-5.0017919809179086,-80.5981505432785,17
2/14/24 16:46,PIURA,PIURA,TAMBO GRANDE,Negativo ,Banano,-5.003909937104053,-80.59994436699314,17
2/14/24 16:45,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.208408121709489,-80.00164339773774,17
2/14/24 16:44,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.161875379226776,-79.99899192734975,17
2/14/24 16:46,PIURA,MORROPON,BUENOS AIRES,Negativo ,Banano,-5.175915475270802,-80.03521118062794,17
2/15/24 15:13,UCAYALI,CORONEL PORTILLO,MASISEA,Negativo,Banano / Platano,-8.56721806742724,-74.33938154063063,18
2/15/24 15:12,UCAYALI,CORONEL PORTILLO,MASISEA,Negativo,Banano / Platano,-8.633444332450344,-74.37780208061824,18
2/16/24 15:13,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,Negativo,Plátano,-6.639882937158957,-76.27562721409215,18
2/16/24 15:09,SAN MARTIN,PICOTA,TRES UNIDOS,Negativo,Banano / Platano,-6.803386746723729,-76.23747321226202,18
2/16/24 15:10,LORETO,ALTO AMAZONAS,YURIMAGUAS,Negativo,Banano / Platano,-5.976617852615272,-76.11545766247484,18
2/16/24 15:10,SAN MARTIN,LAMAS,CAYNARACHI,Negativo,Banano / Platano,-6.113533762067503,-76.27856437870031,18
2/16/24 15:26,LAMBAYEQUE,LAMBAYEQUE,OLMOS,Negativo,Banano,-5.898834886747301,-79.81926751840143,17
2/16/24 15:26,LAMBAYEQUE,LAMBAYEQUE,OLMOS,Negativo,Banano,-5.894290218773794,-79.81721776392749,17
2/16/24 15:22,LAMBAYEQUE,LAMBAYEQUE,OLMOS,Negativo,Plátano,-5.988367843358147,-79.8034842997285,17
2/16/24 15:06,SAN MARTIN,PICOTA,TRES UNIDOS,Negativo,Banano / Platano,-6.803241627487379,-76.23763570444062,18
2/16/24 15:23,LAMBAYEQUE,LAMBAYEQUE,OLMOS,Negativo,Banano,-5.988143686130371,-79.7048015354276,17
2/16/24 15:24,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Negativo,Plátano,-6.166637373742659,-79.73911089790305,17
2/16/24 15:12,SAN MARTIN,LAMAS,CUÑUMBUQUI,Negativo,Plátano,-6.5041114094184165,-76.46719833911459,18
2/16/24 15:24,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Negativo,Banano,-6.169858818202532,-79.75136598460185,17
2/16/24 15:25,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Negativo,Banano,-6.163377779444531,-79.71858776296409,17
2/16/24 15:25,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Negativo,Banano,-6.167036805734229,-79.72076581048535,17
2/15/24 16:34,PIURA,PAITA,PAITA,Negativo ,Banano,-4.891932694282296,-81.05815697541918,17
2/15/24 16:30,PIURA,SULLANA,MARCAVELICA,Negativo ,Banano,-4.828869681164656,-80.7488162810958,17
2/15/24 16:34,PIURA,SULLANA,SULLANA,Negativo ,Banano,-4.787471252749254,-80.58021579967085,17
2/15/24 16:33,PIURA,SULLANA,QUERECOTILLO,Positivo ,Banano,-4.833180187309045,-80.63832036772722,17
2/15/24 16:29,PIURA,SULLANA,QUERECOTILLO,Negativo ,Banano,-4.853210225929944,-80.62380768480162,17
2/15/24 16:32,PIURA,SULLANA,MARCAVELICA,Negativo ,Banano,-4.8089759175649,-80.74794881966315,17
2/15/24 16:36,PIURA,PAITA,LA HUACA,Positivo ,Banano,-4.915953806524967,-80.98111273625045,17
2/15/24 16:35,PIURA,PAITA,LA HUACA,Negativo ,Banano,-4.913335016016954,-80.86519212577115,17
2/15/24 16:36,PIURA,PAITA,LA HUACA,Positivo ,Banano,-4.915944748516327,-80.98071586947457,17
2/15/24 16:31,PIURA,SULLANA,MARCAVELICA,Negativo ,Banano,-4.832158426506624,-80.73769526191188,17
2/15/24 16:31,PIURA,SULLANA,SULLANA,Negativo ,Banano,-4.811545528803542,-80.59803886283399,17
2/19/24 12:48,AMAZONAS,UTCUBAMBA,CAJARURO,Negativo,Banano,-5.726897213486909,-78.32093973729096,17
2/19/24 12:47,AMAZONAS,UTCUBAMBA,CAJARURO,Negativo,Banano,-5.727754225983671,-78.31483702039338,17
2/19/24 12:45,AMAZONAS,BAGUA,COPALLIN,Negativo,Banano,-5.634034941762132,-78.39225288700182,17
2/19/24 12:45,AMAZONAS,BAGUA,COPALLIN,Negativo,Banano,-5.634185593717336,-78.39360534267087,17
2/20/24 12:45,CUSCO,LA CONVENCION,ECHARATE,Negativo,Banano,-12.571153901005585,-73.12715444256762,18
2/20/24 12:45,CUSCO,LA CONVENCION,ECHARATE,Negativo,Banano,-12.607558858263891,-73.15799611426135,18
2/20/24 12:46,CUSCO,LA CONVENCION,ECHARATE,Negativo,Banano,-12.769936967058168,-72.62188364767125,18
2/20/24 12:46,CUSCO,LA CONVENCION,HUAYOPATA,Negativo,Banano,-13.009811814025468,-72.58215986337335,18
